time,x0, x1, x2
3.300000000000000000e+01,-2.050476828656735417e+00,-2.636350630089592695e+00,1.726288203349507100e+01
3.400000000000000000e+01,-2.153629403040129286e+00,-2.942368816294813616e+00,1.667165993626296228e+01
3.500000000000000000e+01,-2.287409509137164232e+00,-3.282224342745454937e+00,1.611904512797699240e+01
3.600000000000000000e+01,-2.452668107608071413e+00,-3.661650623371783819e+00,1.560749536555339034e+01
3.700000000000000000e+01,-2.650972834997347594e+00,-4.086884898714763459e+00,1.514040056083087293e+01
3.800000000000000000e+01,-2.884576562979382697e+00,-4.564639029288532157e+00,1.472231815016727197e+01
3.900000000000000000e+01,-3.156383769697459041e+00,-5.102031090736252494e+00,1.435926715894882477e+01
4.000000000000000000e+01,-3.469907522374407360e+00,-5.706447761687853948e+00,1.405908861889283301e+01
4.100000000000000000e+01,-3.829205990677413407e+00,-6.385297129754628820e+00,1.383187660002867503e+01
4.200000000000000000e+01,-4.238782376745275471e+00,-7.145597651472574974e+00,1.369047604937175677e+01
4.300000000000000000e+01,-4.703425636952225375e+00,-7.993331835417964548e+00,1.365102767475570289e+01
4.400000000000000000e+01,-5.227961229974413371e+00,-8.932474496897746974e+00,1.373351159351076944e+01
4.500000000000000000e+01,-5.816871656991438044e+00,-9.963589886339249801e+00,1.396219417145054997e+01
4.600000000000000000e+01,-6.473737037009505535e+00,-1.108188981759903946e+01,1.436580945345636273e+01
4.700000000000000000e+01,-7.200439490141262056e+00,-1.227467515962705846e+01,1.497720293424893967e+01
4.800000000000000000e+01,-7.996077854634894955e+00,-1.351817697649401318e+01,1.583203497785989633e+01
4.900000000000000000e+01,-8.855561833825225548e+00,-1.477401491725390770e+01,1.696600944684551493e+01
5.000000000000000000e+01,-9.767912647258302883e+00,-1.598584511020433041e+01,1.841002705957903629e+01
5.100000000000000000e+01,-1.071440883972347713e+01,-1.707729301558678969e+01,2.018279214264538268e+01
5.200000000000000000e+01,-1.166689281115792554e+01,-1.795287477664871645e+01,2.228091748921751503e+01
5.300000000000000000e+01,-1.258678150282062802e+01,-1.850402500938399797e+01,2.466766077266821711e+01
5.400000000000000000e+01,-1.342553427508290120e+01,-1.862203937506853535e+01,2.726307541757435260e+01
5.500000000000000000e+01,-1.412737739996077124e+01,-1.821806615864725387e+01,2.994005570065864674e+01
5.600000000000000000e+01,-1.463477440615845460e+01,-1.724700831304066639e+01,3.253129218519646315e+01
5.700000000000000000e+01,-1.489634231670042830e+01,-1.572828680057174644e+01,3.485001945447596938e+01
5.800000000000000000e+01,-1.487578553545264270e+01,-1.375433926615783697e+01,3.672212431467168869e+01
5.900000000000000000e+01,-1.455946161799448468e+01,-1.148022687613126180e+01,3.802068355474625605e+01
6.000000000000000000e+01,-1.396008651372475917e+01,-9.095107527967631000e+00,3.869057734450002783e+01
6.100000000000000000e+01,-1.311516804793348889e+01,-6.784833489312328325e+00,3.875388990859158866e+01
6.200000000000000000e+01,-1.208060671813815823e+01,-4.698910618952693241e+00,3.829528530305248779e+01
6.300000000000000000e+01,-1.092153709173498655e+01,-2.931874834912642225e+00,3.743503645264451762e+01
6.400000000000000000e+01,-9.703071383767349900e+00,-1.521507165958079000e+00,3.630073554459725216e+01
6.500000000000000000e+01,-8.483049634206507150e+00,-4.594886965679575441e-01,3.500613528395103913e+01
6.600000000000000000e+01,-7.307748928326127213e+00,2.925987501732891793e-01,3.364022469297326978e+01
6.700000000000000000e+01,-6.210431833812419811e+00,7.878674209033850184e-01,3.226516784114043901e+01
6.800000000000000000e+01,-5.211996541000257999e+00,1.082468105858498397e+00,3.091974291216175530e+01
6.900000000000000000e+01,-4.322842154361916656e+00,1.228357298631230332e+00,2.962502093152703608e+01
7.000000000000000000e+01,-3.545205700744226363e+00,1.269755991132542672e+00,2.839008508091669114e+01
7.100000000000000000e+01,-2.875473268570317931e+00,1.242128519832419231e+00,2.721671539688977148e+01
7.200000000000000000e+01,-2.306196660544933330e+00,1.172616595376126947e+00,2.610275409749530695e+01
7.300000000000000000e+01,-1.827712250489135215e+00,1.081161691751654885e+00,2.504428451068439898e+01
7.400000000000000000e+01,-1.429358401251600741e+00,9.818421291050909439e-01,2.403690777428739977e+01
7.500000000000000000e+01,-1.100337768433156782e+00,8.841692567615708764e-01,2.307640645324408268e+01
7.600000000000000000e+01,-8.302892311405869474e-01,7.942260916467724918e-01,2.215902889885325777e+01
7.700000000000000000e+01,-6.096352129205695469e-01,7.156108521843634884e-01,2.128156051401657223e+01
7.800000000000000000e+01,-4.297629892160066412e-01,6.501883752570093433e-01,2.044128930757514695e+01
7.900000000000000000e+01,-2.830885068764824042e-01,5.986706012910891772e-01,1.963592942418144816e+01
8.000000000000000000e+01,-1.630409842096302853e-01,5.610535387856473433e-01,1.886353698693311642e+01
8.100000000000000000e+01,-6.399734116364233505e-02,5.369383857434788521e-01,1.812243444574392726e+01
8.200000000000000000e+01,1.881224186569796508e-02,5.257620437935940361e-01,1.741114929835526937e+01
8.300000000000000000e+01,8.941258173265029252e-02,5.269587911003047465e-01,1.672836774338410137e+01
8.400000000000000000e+01,1.511953816273251539e-01,5.400712219582833873e-01,1.607290150602734258e+01
8.500000000000000000e+01,2.070282600466464562e-01,5.648251201495654295e-01,1.544366540079656502e+01
8.600000000000000000e+01,2.593571547053959980e-01,6.011798927634148804e-01,1.483966333401537518e+01
8.700000000000000000e+01,3.103002922626181270e-01,6.493636172716560351e-01,1.425998093057924976e+01
8.800000000000000000e+01,3.617332729339876041e-01,7.098996496207662377e-01,1.370378355171159335e+01
8.900000000000000000e+01,4.153657262400249350e-01,7.836300721449173112e-01,1.317031904717738655e+01
9.000000000000000000e+01,4.728105704023249367e-01,8.717399753953476438e-01,1.265892512805509185e+01
9.100000000000000000e+01,5.356472485983009291e-01,9.757856064258247919e-01,1.216904176759235057e+01
9.200000000000000000e+01,6.054804936905123780e-01,1.097728712431470299e+00,1.170022957239260464e+01
9.300000000000000000e+01,6.839962429197543603e-01,1.239978895582074969e+00,1.125219566104007818e+01
9.400000000000000000e+01,7.730163220899526344e-01,1.405445401546717932e+00,1.082482929840111829e+01
9.500000000000000000e+01,8.745534661537616161e-01,1.597599411429386551e+00,1.041825042727987771e+01
9.600000000000000000e+01,9.908681459421735394e-01,1.820547498379702533e+00,1.003287539315352461e+01
9.700000000000000000e+01,1.124528518867708327e+00,2.079116318267660191e+00,9.669505665368260949e+00
9.800000000000000000e+01,1.278474584672645964e+00,2.378947647252651176e+00,9.329447327721823058e+00
9.900000000000000000e+01,1.456087248800498557e+00,2.726601289856612986e+00,9.014671661653297363e+00
1.000000000000000000e+02,1.661262380426096197e+00,3.129660755557621687e+00,8.728030389615172524e+00
1.010000000000000000e+02,1.898488947477865896e+00,3.596832329712769116e+00,8.473543153110819404e+00
1.020000000000000000e+02,2.172928680788251299e+00,4.138021331246146239e+00,8.256779509917020476e+00
1.030000000000000000e+02,2.490492103726805073e+00,4.764358609522032495e+00,8.085362796171564170e+00
1.040000000000000000e+02,2.857901625667556900e+00,5.488133768964031489e+00,7.969627658013197724e+00
1.050000000000000000e+02,3.282725960757688632e+00,6.322566630504721452e+00,7.923464805423163781e+00
1.060000000000000000e+02,3.773360322537017364e+00,7.281311855665723698e+00,7.965381365767566280e+00
1.070000000000000000e+02,4.338912278062862171e+00,8.377540277352551357e+00,8.119785282020600903e+00
1.080000000000000000e+02,4.988932283437388371e+00,9.622372892990581406e+00,8.418453848610889523e+00
1.090000000000000000e+02,5.732899608401790026e+00,1.102236435358844702e+01,8.902047582889176525e+00
1.100000000000000000e+02,6.579339176779294363e+00,1.257566179611860235e+01,9.621348945716011514e+00
1.110000000000000000e+02,7.534408034603804261e+00,1.426645282891971434e+01,1.063760208443467903e+01
1.120000000000000000e+02,8.599766933242660727e+00,1.605746956866241248e+01,1.202087765372152184e+01
1.130000000000000000e+02,9.769576262554641843e+00,1.788081951338605435e+01,1.384482145493552707e+01
1.140000000000000000e+02,1.102658644971417523e+01,1.962852455887517067e+01,1.617567046264299080e+01
1.150000000000000000e+02,1.233761709925100014e+01,2.114606857518202432e+01,1.905356155865874612e+01
1.160000000000000000e+02,1.364931504736890666e+01,2.223476534890124512e+01,2.246586451915913329e+01
1.170000000000000000e+02,1.488591901092042313e+01,2.267058418801516240e+01,2.631661421539173418e+01
1.180000000000000000e+02,1.595152366732694027e+01,2.224538253874513671e+01,3.040308812832289576e+01
1.190000000000000000e+02,1.673929867569350805e+01,2.082792765503629084e+01,3.441697337842226290e+01
1.200000000000000000e+02,1.714836411424024121e+01,1.842673257084410210e+01,3.798608037747569455e+01
1.210000000000000000e+02,1.710535025298583989e+01,1.522325355231548549e+01,4.075632575923354040e+01
1.220000000000000000e+02,1.658368738703442347e+01,1.154774273109122440e+01,4.248691002732964250e+01
1.230000000000000000e+02,1.561252916614309605e+01,7.797842770870692775e+00,4.311434806690436261e+01
1.240000000000000000e+02,1.427094765482526917e+01,4.334998352716702641e+00,4.275331994014882753e+01
1.250000000000000000e+02,1.266982249042643716e+01,1.406282550340243631e+00,4.163878978614039994e+01
1.260000000000000000e+02,1.092900480417293174e+01,-8.810714184767075574e-01,4.004458859828849171e+01
1.270000000000000000e+02,9.157706426808253752e+00,-2.537976673369541025e+00,3.821625473525524797e+01
1.280000000000000000e+02,7.442563491885082705e+00,-3.649381638793284033e+00,3.633637003770198959e+01
1.290000000000000000e+02,5.843650007784096267e+00,-4.331185249069107179e+00,3.451962854644313694e+01
1.300000000000000000e+02,4.396198259583842471e+00,-4.700028228964768573e+00,3.282508975549730934e+01
1.310000000000000000e+02,3.115247569501261360e+00,-4.857315133773066229e+00,3.127372178572375461e+01
1.320000000000000000e+02,2.001067963879636480e+00,-4.883732334098751515e+00,2.986420275120453027e+01
1.330000000000000000e+02,1.044116771689849399e+00,-4.839752887958652217e+00,2.858441776066577589e+01
1.340000000000000000e+02,2.290170977739361680e-01,-4.768750686248913517e+00,2.741867655994413155e+01
1.350000000000000000e+02,-4.625135856398711054e-01,-4.700752202262508561e+00,2.635167041535436638e+01
1.360000000000000000e+02,-1.049651487773677783e+00,-4.655896328682671559e+00,2.537029724054607271e+01
1.370000000000000000e+02,-1.551174787077900463e+00,-4.647279419417510660e+00,2.446425228154134146e+01
1.380000000000000000e+02,-1.984701841562846569e+00,-4.683155523224723282e+00,2.362599191669357879e+01
1.390000000000000000e+02,-2.366300868238463195e+00,-4.768574805676111694e+00,2.285043923576115077e+01
1.400000000000000000e+02,-2.710348771215431274e+00,-4.906568978218929900e+00,2.213463407836691488e+01
1.410000000000000000e+02,-3.029548555025784129e+00,-5.098983015486875381e+00,2.147742639570977019e+01
1.420000000000000000e+02,-3.335039824476156767e+00,-5.347032309059286170e+00,2.087925205535097817e+01
1.430000000000000000e+02,-3.636555532564569759e+00,-5.651643694525814610e+00,2.034199847765639646e+01
1.440000000000000000e+02,-3.942591476924315774e+00,-6.013620600139999439e+00,1.986895196069945513e+01
1.450000000000000000e+02,-4.260564199719527601e+00,-6.433657273751157923e+00,1.946481125516966415e+01
1.460000000000000000e+02,-4.596938878374454696e+00,-6.912214280306440806e+00,1.913574773679549068e+01
1.470000000000000000e+02,-4.957312284513620604e+00,-7.449256977608205155e+00,1.888948806198521169e+01
1.480000000000000000e+02,-5.346437605995363107e+00,-8.043850749007441792e+00,1.873538827078948543e+01
1.490000000000000000e+02,-5.768178540796449205e+00,-8.693602465895622800e+00,1.868445743452561914e+01
1.500000000000000000e+02,-6.225380378518451607e+00,-9.393939096315001791e+00,1.874927334101547416e+01
1.510000000000000000e+02,-6.719646858355392993e+00,-1.013722499959528633e+01,1.894371265909135360e+01
1.520000000000000000e+02,-7.251014931668802177e+00,-1.091174403527712577e+01,1.928239581144246628e+01
1.530000000000000000e+02,-7.817527190239784929e+00,-1.170061676074436186e+01,1.977972817453235876e+01
1.540000000000000000e+02,-8.414716133100256457e+00,-1.248079129742598958e+01,2.044841531461039352e+01
1.550000000000000000e+02,-9.035038125501818840e+00,-1.322233860467103206e+01,2.129735862814443692e+01
1.560000000000000000e+02,-9.667329223773837299e+00,-1.388838710071579285e+01,2.232892275877813759e+01
1.570000000000000000e+02,-1.029639820611805057e+01,-1.443611606118164126e+01,2.353573085505472307e+01
1.580000000000000000e+02,-1.090291636684394661e+01,-1.481923431909290478e+01,2.489739563822203294e+01
1.590000000000000000e+02,-1.146379252620123879e+01,-1.499222257196793251e+01,2.637790011284661418e+01
1.600000000000000000e+02,-1.195321049044183326e+01,-1.491624581567764629e+01,2.792460188502557017e+01
1.610000000000000000e+02,-1.234442814099515218e+01,-1.456604814991250585e+01,2.946988096930940770e+01
1.620000000000000000e+02,-1.261227881444532173e+01,-1.393646531022308821e+01,3.093609949535685644e+01
1.630000000000000000e+02,-1.273609616439898673e+01,-1.304673028506596388e+01,3.224371852389109705e+01
1.640000000000000000e+02,-1.270256808210728749e+01,-1.194086323999258958e+01,3.332129740959754827e+01
1.650000000000000000e+02,-1.250791026498459324e+01,-1.068331796488313223e+01,3.411514065625743086e+01
1.660000000000000000e+02,-1.215881881866950565e+01,-9.350496565739915056e+00,3.459610158472261787e+01
1.670000000000000000e+02,-1.167192627212990708e+01,-8.020137681855805667e+00,3.476177892824637894e+01
1.680000000000000000e+02,-1.107186230237470070e+01,-6.761249269423518449e+00,3.463380117170729733e+01
1.690000000000000000e+02,-1.038836348549944866e+01,-5.626880349962620542e+00,3.425140565708269946e+01
1.700000000000000000e+02,-9.653057073653627640e+00,-4.650864123876520928e+00,3.366340526188290028e+01
1.710000000000000000e+02,-8.896517885474871434e+00,-3.848339435499650740e+00,3.292062426707065015e+01
1.720000000000000000e+02,-8.146014298185999536e+00,-3.218935510992221083e+00,3.207019607704914677e+01
1.730000000000000000e+02,-7.424117679647369350e+00,-2.751209285541612370e+00,3.115221284579267191e+01
1.740000000000000000e+02,-6.748139438554460412e+00,-2.427136705044381948e+00,3.019849609899473464e+01
1.750000000000000000e+02,-6.130228647026952693e+00,-2.225906913489864802e+00,2.923288520338371299e+01
1.760000000000000000e+02,-5.577914505865128270e+00,-2.126711773532429017e+00,2.827238146308744149e+01
1.770000000000000000e+02,-5.094889414266139838e+00,-2.110538207266391186e+00,2.732861200993315620e+01
1.780000000000000000e+02,-4.681871353145236725e+00,-2.161136658282640344e+00,2.640926507021637448e+01
1.790000000000000000e+02,-4.337435637359922325e+00,-2.265390325145277828e+00,2.551931819087595343e+01
1.800000000000000000e+02,-4.058752149087701433e+00,-2.413294486597334920e+00,2.466200201557521865e+01
1.810000000000000000e+02,-3.842199294998551284e+00,-2.597711753850282523e+00,2.383951290128872103e+01
1.820000000000000000e+02,-3.683849581899372616e+00,-2.814020973262516989e+00,2.305352000952563785e+01
1.830000000000000000e+02,-3.579835743222116395e+00,-3.059735848184164553e+00,2.230552074144558006e+01
1.840000000000000000e+02,-3.526613313233377234e+00,-3.334137467223640350e+00,2.159709406477951177e+01
1.850000000000000000e+02,-3.521137773560266027e+00,-3.637942269779871118e+00,2.093009204821337832e+01
1.860000000000000000e+02,-3.560973700026164313e+00,-3.973011579984213615e+00,2.030680004632075963e+01
1.870000000000000000e+02,-3.644350980224883241e+00,-4.342098542383934223e+00,1.973008737828433468e+01
1.880000000000000000e+02,-3.770179959047815554e+00,-4.748621242820203037e+00,1.920356349337816226e+01
1.890000000000000000e+02,-3.938033765329700842e+00,-5.196445561851448680e+00,1.873174920362723128e+01
1.900000000000000000e+02,-4.148102306565156105e+00,-5.689656849279669970e+00,1.832026786519714179e+01
1.910000000000000000e+02,-4.401118569188055218e+00,-6.232295155209720328e+00,1.797605644293825478e+01
1.920000000000000000e+02,-4.698253929925915173e+00,-6.828024215211892844e+00,1.770759004184278851e+01
1.930000000000000000e+02,-5.040975162510990870e+00,-7.479699865259152425e+00,1.752510437348512440e+01
1.940000000000000000e+02,-5.430851784151519368e+00,-8.188799983754117662e+00,1.744078718412543694e+01
1.950000000000000000e+02,-5.869298591894946959e+00,-8.954677466823751431e+00,1.746889027629246627e+01
1.960000000000000000e+02,-6.357235313765261964e+00,-9.773603835160123765e+00,1.762568713394421138e+01
1.970000000000000000e+02,-6.894644448167219331e+00,-1.063758977120965987e+01,1.792916734801972467e+01
1.980000000000000000e+02,-7.480011630555931212e+00,-1.153300863438366974e+01,1.839832117069301631e+01
1.990000000000000000e+02,-8.109643327993678596e+00,-1.243912000155699182e+01,1.905183469840901722e+01
2.000000000000000000e+02,-8.776878352306134445e+00,-1.332670137932501220e+01,1.990600713432796098e+01
2.010000000000000000e+02,-9.471246801190293496e+00,-1.415714761631858742e+01,2.097174771561970630e+01
2.020000000000000000e+02,-1.017768486926946991e+01,-1.488256789114002210e+01,2.225065379847668012e+01
2.030000000000000000e+02,-1.087598298424705234e+01,-1.544754007067800394e+01,2.373045425785308282e+01
2.040000000000000000e+02,-1.154071313171962743e+01,-1.579316343058481387e+01,2.538053146862522524e+01
2.050000000000000000e+02,-1.214191841060590171e+01,-1.586374176392018143e+01,2.714873451084937273e+01
2.060000000000000000e+02,-1.264680910273447800e+01,-1.561572390680427702e+01,2.896105932443632724e+01
2.070000000000000000e+02,-1.302255153119790521e+01,-1.502748416185152536e+01,3.072567595876485314e+01
2.080000000000000000e+02,-1.323994880323105860e+01,-1.410748363716024301e+01,3.234193442973288768e+01
2.090000000000000000e+02,-1.327745599684924116e+01,-1.289792198070952800e+01,3.371338308290851415e+01
2.100000000000000000e+02,-1.312468519041263804e+01,-1.147174007940979124e+01,3.476201768252602164e+01
2.110000000000000000e+02,-1.278450530671159946e+01,-9.922816250395072757e+00,3.543989877993945470e+01
2.120000000000000000e+02,-1.227312106335651265e+01,-8.351646852763655815e+00,3.573474211914939502e+01
2.130000000000000000e+02,-1.161805528319519887e+01,-6.850464702639715853e+00,3.566809764049709486e+01
2.140000000000000000e+02,-1.085453991871962387e+01,-5.491722898964090049e+00,3.528731298407168993e+01
2.150000000000000000e+02,-1.002119712480137714e+01,-4.322264662099651211e+00,3.465431393031359164e+01
2.160000000000000000e+02,-9.155934884992740663e+00,-3.363299176821383796e+00,3.383457332594274192e+01
2.170000000000000000e+02,-8.292738268719599404e+00,-2.614615276811230071e+00,3.288867452940014857e+01
2.180000000000000000e+02,-7.459666058024155610e+00,-2.060832147710199624e+00,3.186739601431990820e+01
2.190000000000000000e+02,-6.678024973874453707e+00,-1.677773947130424270e+00,3.081000887627076068e+01
2.200000000000000000e+02,-5.962480881225173057e+00,-1.437784474954704406e+00,2.974483714941432666e+01
2.210000000000000000e+02,-5.321788808994521780e+00,-1.313527474891018176e+00,2.869103492697501423e+01
2.220000000000000000e+02,-4.759843712537357163e+00,-1.280321564627296738e+00,2.766075425372645213e+01
2.230000000000000000e+02,-4.276822597593408659e+00,-1.317305702121552846e+00,2.666119077313298291e+01
2.240000000000000000e+02,-3.870267724139594190e+00,-1.407790429163721768e+00,2.569626621556682977e+01
2.250000000000000000e+02,-3.536028822636368307e+00,-1.539108535025006219e+00,2.476789039908744172e+01
2.260000000000000000e+02,-3.269032021184379300e+00,-1.702201311883926982e+00,2.387684476974145298e+01
2.270000000000000000e+02,-3.063874972794383478e+00,-1.891099561908132110e+00,2.302336873523166716e+01
2.280000000000000000e+02,-2.915265300998122200e+00,-2.102396680596220424e+00,2.220753423218015854e+01
2.290000000000000000e+02,-2.818327313106986587e+00,-2.334767015018244685e+00,2.142948183370471682e+01
2.300000000000000000e+02,-2.768803637630847359e+00,-2.588553594296945093e+00,2.068957472108759532e+01
2.310000000000000000e+02,-2.763176688597408504e+00,-2.865431239092288251e+00,1.998851087410478655e+01
2.320000000000000000e+02,-2.798731391973755755e+00,-3.168140321107982604e+00,1.932742117725683784e+01
2.330000000000000000e+02,-2.873576480689928658e+00,-3.500280246239439119e+00,1.870797214835665656e+01
2.340000000000000000e+02,-2.986637447289452130e+00,-3.866148058462032466e+00,1.813248613245097118e+01
2.350000000000000000e+02,-3.137630193715564175e+00,-4.270604989059780365e+00,1.760408821290923953e+01
2.360000000000000000e+02,-3.327020590572949299e+00,-4.718951293815675463e+00,1.712688685856804582e+01
2.370000000000000000e+02,-3.555971478742183223e+00,-5.216786575770671064e+00,1.670619353531970219e+01
2.380000000000000000e+02,-3.826274958926198622e+00,-5.769828415455838133e+00,1.634878418541151390e+01
2.390000000000000000e+02,-4.140263919706275608e+00,-6.383656148904886862e+00,1.606320145044267633e+01
2.400000000000000000e+02,-4.500692447452290246e+00,-7.063338977507827465e+00,1.586008925969383654e+01
2.410000000000000000e+02,-4.910569893411024900e+00,-7.812898773331854230e+00,1.575253887474469927e+01
2.420000000000000000e+02,-5.372927957868897764e+00,-8.634549558630247645e+00,1.575640500922985687e+01
2.430000000000000000e+02,-5.890494548683381737e+00,-9.527651214527814716e+00,1.589051909948635455e+01
2.440000000000000000e+02,-6.465243390922357669e+00,-1.048732117133658548e+01,1.617668130779324187e+01
2.450000000000000000e+02,-7.097786512201551545e+00,-1.150267587119611079e+01,1.663925260054646316e+01
2.460000000000000000e+02,-7.786581572837933507e+00,-1.255474043436900189e+01,1.730409827915298493e+01
2.470000000000000000e+02,-8.526943480020662491e+00,-1.361419135577480510e+01,1.819657182309800092e+01
2.480000000000000000e+02,-9.309887840781401636e+00,-1.463930218616223833e+01,1.933821075829646574e+01
2.490000000000000000e+02,-1.012090103769815919e+01,-1.557474608038929098e+01,2.074191049529781949e+01
2.500000000000000000e+02,-1.093883225283736849e+01,-1.635222246264103418e+01,2.240563783476711279e+01
2.510000000000000000e+02,-1.173522747257753096e+01,-1.689408013854536961e+01,2.430532398428420393e+01
2.520000000000000000e+02,-1.247453953150049877e+01,-1.712096040872489766e+01,2.638842704296688524e+01
2.530000000000000000e+02,-1.311568248424650207e+01,-1.696368688744733788e+01,2.857055091973292704e+01
2.540000000000000000e+02,-1.361526023515187056e+01,-1.637804302420691371e+01,3.073792719144234908e+01
2.550000000000000000e+02,-1.393241889909320363e+01,-1.535903539045040134e+01,3.275780803265891450e+01
2.560000000000000000e+02,-1.403468390087101092e+01,-1.394974055523856826e+01,3.449647836588096794e+01
2.570000000000000000e+02,-1.390354719095414815e+01,-1.224021173749744129e+01,3.584122227739050714e+01
2.580000000000000000e+02,-1.353829293006712398e+01,-1.035485277118196379e+01,3.671987391117462352e+01
2.590000000000000000e+02,-1.295685447700377146e+01,-8.431167723826238358e+00,3.711151074052906296e+01
2.600000000000000000e+02,-1.219335382192829265e+01,-6.596417267905654747e+00,3.704500740944620674e+01
2.610000000000000000e+02,-1.129301411755051632e+01,-4.949249930367399131e+00,3.658695441718369779e+01
2.620000000000000000e+02,-1.030585971622398311e+01,-3.550645919275130069e+00,3.582411290121328307e+01
2.630000000000000000e+02,-9.280734205752258603e+00,-2.424420020123763120e+00,3.484634774953422465e+01
2.640000000000000000e+02,-8.260743880817544849e+00,-1.564412626517150073e+00,3.373415192309163757e+01
2.650000000000000000e+02,-7.280582053080504323e+00,-9.444797248687455404e-01,3.255209743752134699e+01
2.660000000000000000e+02,-6.365621154685624283e+00,-5.281148336458018067e-01,3.134736907379190285e+01
2.670000000000000000e+02,-5.532333749509683152e+00,-2.759642076296552893e-01,3.015156624122464990e+01
2.680000000000000000e+02,-4.789518619654384857e+00,-1.507753558123342830e-01,2.898398653268177938e+01
2.690000000000000000e+02,-4.139878493989503916e+00,-1.200921799461817652e-01,2.785512016024210880e+01
2.700000000000000000e+02,-3.581628589699037413e+00,-1.573060213733161461e-01,2.676966764155902112e+01
2.710000000000000000e+02,-3.109946938682772721e+00,-2.416692130406404015e-01,2.572883609521583992e+01
2.720000000000000000e+02,-2.718179720390197396e+00,-3.577466525099885497e-01,2.473193007640310270e+01
2.730000000000000000e+02,-2.398782138633033245e+00,-4.946279266637094718e-01,2.377736850247143607e+01
2.740000000000000000e+02,-2.144013533654938186e+00,-6.450952116823545079e-01,2.286328546592764255e+01
2.750000000000000000e+02,-1.946423168878573140e+00,-8.048521355430300339e-01,2.198785511005850424e+01
2.760000000000000000e+02,-1.799168290882291910e+00,-9.718614873285397193e-01,2.114944812019624010e+01
2.770000000000000000e+02,-1.696204317336779788e+00,-1.145806106694291726e+00,2.034669479757287291e+01
2.780000000000000000e+02,-1.632382020416044188e+00,-1.327669213883025501e+00,1.957850323958619043e+01
2.790000000000000000e+02,-1.603480490217669585e+00,-1.519421754255436019e+00,1.884406213044994516e+01
2.800000000000000000e+02,-1.606198637255706219e+00,-1.723801020256878314e+00,1.814284517893069903e+01
